IP,Harmless,Malicious,Suspicious,Timeout,Undetected
182.186.130.189,64,0,1,0,23
117.204.8.122,64,1,1,0,22
101.13.1.17,62,3,1,0,22
59.99.65.194,64,0,1,0,23
59.95.71.45,64,0,1,0,23
59.99.65.231,63,2,1,0,22
59.99.48.151,64,1,1,0,22
116.71.170.118,64,1,1,0,22
59.97.160.41,59,6,1,0,22
59.99.52.40,64,0,1,0,23
46.153.206.225,63,1,1,0,23
59.95.183.34,64,0,1,0,23
111.88.4.10,62,2,2,0,22
117.194.207.132,64,0,1,0,23
117.194.232.229,64,0,1,0,23
186.127.69.2,64,1,1,0,22
111.88.40.101,63,1,1,0,23
119.154.191.40,64,1,1,0,22
178.44.209.79,64,1,1,0,22
59.178.156.44,64,0,1,0,23
27.6.216.224,64,0,1,0,23
2.189.159.147,64,0,1,0,23
197.255.129.68,64,0,1,0,23
117.194.206.222,64,1,1,0,22
201.242.153.241,64,0,1,0,23
59.94.117.74,63,0,2,0,23
41.34.225.102,63,0,1,0,24
85.108.63.118,64,0,1,0,23
117.194.236.75,64,0,1,0,23
59.94.77.82,64,0,1,0,23
39.34.238.126,64,0,1,0,23
59.96.137.74,64,0,1,0,23
59.99.51.67,63,1,1,0,23
41.232.160.52,64,0,1,0,23
117.207.62.243,64,0,1,0,23
190.74.180.88,63,1,1,0,23
117.194.196.73,64,0,1,0,23
59.99.146.8,64,0,1,0,23
59.97.160.108,64,0,1,0,23
117.205.56.14,64,0,1,0,23
59.89.19.33,64,0,1,0,23
117.194.238.227,63,0,2,0,23
59.94.72.56,64,0,1,0,23
117.206.188.250,64,0,1,0,23
113.85.25.37,64,0,1,0,23
117.197.172.237,64,0,1,0,23
103.239.54.61,64,0,1,0,23
59.178.193.128,64,0,1,0,23
59.99.146.157,64,0,1,0,23
117.194.196.181,64,0,1,0,23
59.99.49.132,64,0,1,0,23
117.214.159.208,64,0,1,0,23
181.82.229.26,64,0,1,0,23
59.99.51.125,64,0,1,0,23
117.198.38.160,64,0,1,0,23
41.234.202.169,64,0,1,0,23
41.233.65.195,64,0,1,0,23
2.183.100.125,64,0,1,0,23
117.206.204.212,64,0,1,0,23
117.199.196.207,64,0,1,0,23
59.88.61.171,64,0,1,0,23
117.194.237.20,63,1,1,0,23
117.194.199.115,64,0,1,0,23
59.99.48.235,64,0,1,0,23
131.108.231.91,64,2,1,0,21
117.222.105.5,64,0,1,0,23
111.88.41.223,64,1,1,0,22
111.88.37.23,64,1,1,0,22
190.121.145.226,64,1,2,0,21
88.200.231.131,64,1,1,0,22
80.234.114.107,65,1,1,0,21
117.194.196.125,64,0,1,0,23
101.13.0.216,59,9,2,0,18
178.89.51.146,61,5,3,0,19
27.79.15.231,64,1,1,0,22
27.79.13.91,63,1,1,0,23
112.196.159.16,64,0,1,0,23
59.99.50.151,64,0,1,0,23
111.122.82.20,63,1,1,0,23
117.194.205.151,64,0,1,0,23
59.99.51.240,64,0,1,0,23
187.75.15.101,63,1,1,0,23
95.67.182.21,63,1,1,0,23
59.99.64.27,64,1,1,0,22
117.194.233.129,63,1,2,0,22
117.201.148.208,61,5,1,0,21
88.200.240.10,63,1,1,0,23
95.106.218.125,64,0,1,0,23
117.194.205.52,64,0,1,0,23
59.99.8.113,64,0,1,0,23
77.40.8.3,64,0,1,0,23
1.203.178.3,64,0,1,0,23
178.44.221.11,62,1,1,0,24
117.194.205.174,64,0,1,0,23
85.94.126.255,64,0,1,0,23
117.194.236.64,64,1,1,0,22
120.57.91.61,64,0,1,0,23
59.94.78.90,64,0,1,0,23
117.211.61.18,64,0,1,0,23
59.99.64.149,64,0,1,0,23
182.186.157.170,64,0,1,0,23
117.198.39.29,64,0,1,0,23
117.194.203.182,64,0,1,0,23
59.99.16.249,63,1,1,0,23
41.35.245.77,64,0,1,0,23
41.237.131.138,64,0,1,0,23
117.194.236.247,64,0,1,0,23
200.110.56.78,64,0,1,0,23
117.214.110.202,63,1,1,0,23
117.199.40.241,64,0,1,0,23
182.177.143.125,59,5,1,0,23
41.44.69.93,64,0,1,0,23
117.195.164.150,64,1,1,0,22
182.57.252.113,64,0,1,0,23
39.46.3.106,64,0,1,0,23
95.73.26.80,63,1,1,0,23
117.194.196.156,64,0,1,0,23
41.58.86.222,64,0,1,0,23
59.98.156.104,64,0,1,0,23
117.214.240.96,64,1,1,0,22
59.92.158.253,64,0,1,0,23
121.202.46.194,64,0,1,0,23
41.43.75.81,64,0,1,0,23
59.98.244.87,64,0,1,0,23
59.95.10.197,64,0,1,0,23
117.194.237.206,63,1,1,0,23
117.194.1.128,64,0,1,0,23
59.99.67.11,64,0,1,0,23
117.194.205.89,64,0,1,0,23
109.69.30.140,63,1,1,0,23
171.227.4.99,64,1,1,0,22
113.23.6.40,64,1,1,0,22
117.215.14.117,64,0,1,0,23
171.227.4.202,63,1,1,0,23
223.29.224.123,64,1,2,0,21
117.201.108.97,64,0,1,0,23
89.44.181.236,64,0,1,0,23
59.99.132.226,59,6,1,0,22
183.82.197.124,64,1,1,0,22
183.82.144.154,64,1,1,0,22
111.88.27.128,63,0,1,0,24
183.82.217.159,64,1,1,0,22
183.82.29.4,62,2,2,0,22
91.234.137.132,64,0,1,0,23
117.194.207.78,64,0,1,0,23
89.137.162.193,62,2,1,0,23
178.44.150.155,64,1,1,0,22
109.169.175.117,63,1,1,0,23
111.88.26.55,63,1,1,0,23
117.194.236.34,64,0,1,0,23
27.7.219.132,63,1,1,0,23
31.44.244.169,64,1,1,0,22
117.208.234.180,58,6,1,0,23
59.95.71.185,64,0,1,0,23
219.84.59.173,64,0,1,0,23
114.48.198.220,62,4,1,0,21
41.42.166.37,64,0,1,0,23
49.143.255.84,64,0,1,0,23
59.89.40.248,64,0,1,0,23
59.92.161.252,55,13,1,0,19
41.35.68.27,64,0,1,0,23
95.73.178.204,64,0,1,0,23
117.195.21.156,64,0,1,0,23
59.178.3.67,64,0,1,0,23
59.92.239.217,64,0,1,0,23
59.94.118.244,64,0,1,0,23
59.99.64.24,64,0,1,0,23
41.232.54.79,64,0,1,0,23
192.185.5.189,55,10,3,0,20
117.194.198.142,62,1,1,0,24
59.95.183.233,63,0,2,0,23
81.163.128.184,57,9,1,0,21
117.194.198.147,64,0,1,0,23
197.49.31.13,63,0,1,0,24
187.57.214.250,63,1,1,0,23
117.194.238.20,63,0,1,0,24
117.211.52.15,64,0,1,0,23
117.204.64.80,59,6,1,0,22
222.124.118.220,63,1,1,0,23
59.94.78.94,64,0,1,0,23
59.99.48.158,64,0,1,0,23
120.57.127.182,64,0,1,0,23
117.194.233.196,64,1,1,0,22
14.188.7.174,64,0,1,0,23
61.3.96.201,56,9,1,0,22
123.13.27.103,64,0,1,0,23
59.94.79.200,64,0,1,0,23
39.33.23.201,64,0,1,0,23
117.198.160.42,56,8,1,0,23
41.238.125.184,64,0,1,0,23
117.198.36.243,64,0,1,0,23
2.183.91.213,64,0,1,0,23
41.232.175.131,64,0,1,0,23
186.143.0.218,64,0,1,0,23
117.211.52.4,64,0,1,0,23
117.197.154.83,64,0,1,0,23
41.35.156.93,64,0,1,0,23
187.70.157.206,64,0,1,0,23
59.98.124.131,64,0,1,0,23
111.88.39.21,64,1,1,0,22
89.32.200.72,63,1,1,0,23
95.71.246.26,64,1,1,0,22
112.200.115.142,64,1,1,0,22
59.103.219.5,64,1,1,0,22
59.94.72.90,64,0,1,0,23
182.2.103.208,64,1,1,0,22
124.123.187.42,64,1,1,0,22
59.103.211.178,64,1,1,0,22
183.82.163.175,64,1,2,0,21
117.194.236.59,63,2,1,0,22
117.205.108.36,63,1,1,0,23
178.90.81.40,64,0,1,0,23
117.196.100.215,64,0,1,0,23
117.193.104.110,57,6,1,0,24
117.194.198.238,64,0,1,0,23
2.181.175.110,64,0,1,0,23
117.197.81.50,64,0,1,0,23
103.255.233.117,64,0,1,0,23
188.191.239.83,64,0,1,0,23
39.33.23.45,64,0,1,0,23
117.194.201.176,64,0,1,0,23
41.238.150.84,64,0,1,0,23
41.236.175.198,64,0,1,0,23
202.137.212.221,64,0,1,0,23
59.94.118.79,64,0,1,0,23
117.194.204.53,64,0,1,0,23
41.239.17.64,64,0,1,0,23
188.136.144.93,64,0,1,0,23
95.57.208.37,64,0,1,0,23
59.94.73.121,64,0,1,0,23
59.99.48.41,63,1,1,0,23
77.51.68.218,64,0,1,0,23
117.215.46.203,64,0,1,0,23
117.211.52.38,64,0,1,0,23
85.97.16.93,64,1,1,0,22
117.242.116.35,64,0,1,0,23
59.93.74.170,64,0,1,0,23
46.109.148.254,64,0,1,0,23
154.120.82.204,64,0,1,0,23
61.0.138.100,63,1,1,0,23
41.239.45.97,64,0,1,0,23
117.198.37.129,64,0,1,0,23
2.133.43.140,64,0,1,0,23
117.198.38.228,64,0,1,0,23
59.98.114.36,64,0,1,0,23
117.196.110.151,64,0,1,0,23
59.94.237.33,64,0,1,0,23
197.7.45.64,64,0,1,0,23
59.94.249.25,64,0,1,0,23
117.194.200.184,64,0,1,0,23
176.104.184.108,64,0,1,0,23
59.93.241.175,63,1,1,0,23
92.36.172.46,62,4,3,0,19
36.255.40.159,64,1,1,0,22
223.230.57.195,64,1,1,0,22
187.19.232.64,62,4,1,0,21
49.204.162.85,64,1,1,0,22
91.109.186.3,60,2,1,0,25
178.44.226.54,63,1,1,0,23
111.88.27.201,62,1,1,0,24
178.206.1.228,64,1,1,0,22
177.9.59.85,58,7,3,0,20
187.22.128.8,64,1,1,0,22
27.7.218.137,64,0,1,0,23
117.214.248.189,64,0,1,0,23
59.99.206.224,57,8,1,0,22
95.57.30.167,64,0,1,0,23
117.203.113.53,62,4,1,0,21
41.251.177.226,64,0,1,0,23
41.96.15.124,63,1,1,0,23
182.186.238.201,64,0,1,0,23
188.168.107.194,64,0,1,0,23
117.219.71.31,64,0,1,0,23
117.198.36.152,64,0,1,0,23
212.225.137.149,62,2,1,0,23
117.201.182.59,64,0,1,0,23
117.194.206.154,64,0,1,0,23
117.212.170.206,55,10,1,0,22
117.194.237.74,64,0,1,0,23
178.160.34.184,58,6,1,0,23
186.142.0.174,64,0,1,0,23
41.238.151.106,64,0,1,0,23
117.204.156.77,57,9,1,0,21
117.195.95.225,59,6,1,0,22
59.92.158.184,64,0,1,0,23
117.194.196.173,63,0,1,0,24
117.195.89.73,60,5,1,0,22
117.219.71.157,64,0,1,0,23
190.75.68.181,64,0,1,0,23
117.242.249.79,64,0,1,0,23
41.215.210.242,64,0,1,0,23
59.95.18.244,64,1,1,0,22
5.22.194.32,64,0,1,0,23
94.137.34.71,64,0,1,0,23
117.219.118.66,59,6,1,0,22
117.217.180.228,64,0,1,0,23
117.219.117.0,56,8,1,0,23
2.176.211.210,64,0,1,0,23
2.197.88.193,64,1,1,0,22
186.10.46.213,64,0,2,0,22
36.33.29.77,64,0,1,0,23
49.75.160.144,62,1,1,0,24
59.182.42.214,64,0,1,0,23
41.66.199.109,63,1,1,0,23
202.134.14.131,63,1,1,0,23
124.106.183.198,64,1,2,0,21
111.88.27.250,62,1,1,0,24
59.103.210.98,64,1,1,0,22
117.214.244.12,64,0,1,0,23
178.46.107.191,64,1,1,0,22
5.160.159.41,63,1,1,0,23
91.109.182.8,62,3,1,0,22
91.109.180.3,57,10,1,0,20
122.178.171.111,64,1,1,0,22
111.88.27.97,64,1,1,0,22
183.82.155.29,64,0,1,0,23
27.79.55.10,64,1,1,0,22
117.195.84.9,57,8,1,0,22
117.216.20.14,56,8,1,0,23
200.93.91.51,64,0,1,0,23
59.95.176.186,64,0,1,0,23
120.57.117.81,64,0,1,0,23
117.196.232.50,64,0,1,0,23
95.14.12.110,64,0,1,0,23
117.195.86.48,57,8,1,0,22
117.195.90.158,59,6,1,0,22
59.89.151.230,64,0,1,0,23
117.208.142.130,58,6,1,0,23
116.72.38.156,56,9,1,0,22
120.57.116.59,63,1,1,0,23
2.133.47.1,64,0,1,0,23
176.106.156.13,64,0,1,0,23
117.194.239.61,64,0,1,0,23
59.99.49.30,64,0,1,0,23
59.92.113.217,64,0,1,0,23
117.217.234.67,56,9,1,0,22
41.233.245.187,64,0,1,0,23
92.47.174.204,64,0,1,0,23
117.242.252.214,64,0,1,0,23
59.95.16.46,64,0,1,0,23
112.103.73.95,61,4,1,0,22
85.9.116.208,64,0,1,0,23
117.194.201.3,64,0,1,0,23
41.43.31.42,64,0,1,0,23
117.194.200.163,64,0,1,0,23
117.211.52.86,64,0,1,0,23
175.100.10.164,64,0,1,0,23
116.55.177.72,64,0,1,0,23
39.33.75.197,64,0,1,0,23
94.249.65.203,64,1,1,0,22
103.242.199.144,59,6,3,0,20
113.11.60.21,64,1,1,0,22
59.97.160.113,64,0,1,0,23
116.74.101.106,64,0,1,0,23
117.212.171.91,56,9,1,0,22
59.178.144.5,63,0,1,0,24
203.189.135.15,64,1,1,0,22
117.217.233.148,59,6,1,0,22
59.99.48.92,63,1,1,0,23
113.140.6.198,56,10,1,0,21
112.135.16.196,64,0,1,0,23
92.36.143.73,61,4,2,0,21
59.94.250.6,64,0,1,0,23
117.206.186.121,63,3,2,0,20
111.122.31.15,63,0,2,0,23
59.95.16.243,64,0,1,0,23
190.99.94.15,64,0,1,0,23
117.194.207.170,64,0,1,0,23
41.43.47.41,64,0,1,0,23
186.39.1.113,63,0,2,0,23
117.241.120.104,64,0,1,0,23
46.159.141.152,64,0,1,0,23
59.98.185.6,64,0,1,0,23
194.8.146.220,64,2,1,0,21
46.44.3.167,64,0,1,0,23
41.251.163.152,62,1,2,0,23
39.34.224.218,64,0,1,0,23
109.160.72.13,64,0,1,0,23
117.196.109.77,63,1,1,0,23
59.178.39.221,63,0,2,0,23
89.169.35.16,64,0,1,0,23
117.194.238.244,64,0,1,0,23
59.94.78.20,64,0,1,0,23
1.162.146.27,56,13,1,0,18
186.142.1.30,64,0,1,0,23
200.110.56.96,63,1,1,0,23
61.2.80.208,64,0,1,0,23
37.151.147.50,64,0,1,0,23
186.142.0.6,64,0,1,0,23
113.193.99.15,64,0,1,0,23
117.214.108.92,64,1,1,0,22
114.97.109.25,64,0,1,0,23
109.54.154.179,64,0,1,0,23
200.58.89.59,64,0,1,0,23
2.178.103.6,64,0,1,0,23
117.221.74.125,64,0,1,0,23
187.104.155.34,62,3,2,0,21
178.44.215.152,63,1,1,0,23
91.109.178.7,62,2,1,0,23
59.99.132.185,61,8,0,0,19
117.248.57.113,57,8,1,0,22
59.99.40.206,56,9,1,0,22
27.7.169.173,59,6,1,0,22
27.6.194.150,57,8,1,0,22
183.82.206.29,64,0,1,0,23
176.104.184.212,64,0,1,0,23
186.143.0.252,64,0,1,0,23
116.71.173.154,64,0,1,0,23
201.242.148.51,63,1,1,0,23
117.197.154.107,64,0,1,0,23
59.96.138.186,64,0,1,0,23
91.231.58.175,64,0,1,0,23
82.114.248.38,65,0,1,0,22
59.99.147.100,63,1,1,0,23
117.194.235.66,63,2,1,0,22
117.195.135.116,63,1,1,0,23
31.170.54.233,62,2,1,0,23
213.252.244.107,64,0,1,0,23
59.99.147.75,61,1,2,0,24
41.43.164.86,64,0,1,0,23
202.152.10.98,63,1,1,0,23
183.56.173.48,53,10,1,0,24
103.24.109.202,64,0,1,0,23
117.214.154.93,64,0,1,0,23
190.109.227.190,64,1,1,0,22
89.44.182.221,64,0,1,0,23
181.82.230.110,64,0,1,0,23
59.95.13.41,64,0,1,0,23
117.200.44.65,63,1,1,0,23
117.195.142.42,64,0,1,0,23
117.241.113.36,64,0,1,0,23
49.145.110.20,64,0,1,0,23
59.103.208.246,64,1,1,0,22
109.125.161.57,64,0,1,0,23
112.78.9.35,55,8,1,0,24
117.197.15.26,63,1,1,0,23
41.34.106.17,64,0,1,0,23
117.195.19.244,64,0,1,0,23
103.255.233.89,64,1,1,0,22
85.108.22.25,64,1,1,0,22
213.55.83.121,63,1,1,0,23
178.44.130.140,64,1,1,0,22
95.67.226.14,64,0,1,0,23
223.184.209.158,62,2,2,0,22
117.217.228.197,59,6,1,0,22
120.57.120.255,63,1,1,0,23
178.204.144.3,64,0,1,0,23
186.140.0.203,64,0,1,0,23
81.163.146.73,64,0,1,0,23
94.232.4.47,64,1,1,0,22
95.67.235.220,64,0,1,0,23
92.241.127.1,64,1,1,0,22
95.71.160.33,63,2,1,0,22
59.95.17.120,64,0,1,0,23
120.29.86.168,63,1,1,0,23
189.250.9.146,63,1,1,0,23
189.78.14.148,63,1,1,0,23
2.95.6.154,64,0,1,0,23
59.95.14.68,63,2,1,0,22
120.57.116.183,63,1,1,0,23
117.207.178.189,64,0,1,0,23
120.57.127.151,62,2,1,0,23
171.242.25.22,61,2,2,0,23
120.57.124.132,64,0,1,0,23
117.214.6.207,64,0,1,0,23
117.206.203.121,64,0,1,0,23
27.7.218.151,63,1,1,0,23
178.44.163.62,64,1,1,0,22
61.2.16.170,64,0,1,0,23
46.130.1.28,64,0,1,0,23
95.67.149.123,64,1,1,0,22
117.241.113.15,63,1,1,0,23
58.187.65.207,64,0,1,0,23
59.178.44.223,64,0,1,0,23
80.234.114.43,64,1,1,0,22
178.214.182.197,63,2,1,0,22
114.97.108.211,61,4,1,0,22
77.34.187.91,64,1,1,0,22
117.205.105.226,64,0,1,0,23
39.32.252.140,64,0,1,0,23
2.183.89.221,63,1,1,0,23
43.246.140.58,64,0,1,0,23
123.26.2.171,64,0,1,0,23
113.171.180.185,64,0,1,0,23
117.194.231.84,63,1,1,0,23
203.77.252.218,61,3,1,0,23
181.17.65.34,64,0,1,0,23
92.85.153.198,64,0,1,0,23
59.98.168.28,64,0,1,0,23
117.203.1.15,64,0,1,0,23
176.221.6.24,64,0,1,0,23
89.44.131.59,64,0,1,0,23
78.84.5.178,63,1,1,0,23
95.74.30.222,64,0,1,0,23
59.95.18.67,63,1,1,0,23
186.141.1.168,64,0,1,0,23
37.17.177.94,63,1,1,0,23
39.52.101.105,64,0,1,0,23
27.7.205.65,62,3,1,0,22
123.16.196.201,64,0,1,0,23
77.35.168.104,64,1,1,0,22
113.168.241.143,64,0,1,0,23
59.103.213.123,64,1,1,0,22
178.45.158.111,64,1,1,0,22
77.34.165.15,63,1,1,0,23
92.36.186.15,62,2,2,0,22
82.114.251.174,65,0,1,0,22
178.45.58.241,64,1,1,0,22
178.45.60.31,64,0,1,0,23
114.96.73.222,58,8,1,0,21
117.254.151.180,64,0,1,0,23
120.57.127.253,63,1,1,0,23
182.57.231.210,64,0,1,0,23
89.144.149.177,64,0,1,0,23
59.178.45.30,63,1,1,0,23
117.195.135.231,64,0,1,0,23
39.45.83.79,64,0,1,0,23
113.175.213.147,64,0,1,0,23
59.178.211.52,64,0,1,0,23
186.143.0.229,64,0,1,0,23
103.255.233.163,63,1,1,0,23
59.97.177.80,64,0,1,0,23
125.63.112.86,64,1,1,0,22
186.142.0.229,64,0,1,0,23
118.70.125.77,63,0,2,0,23
103.219.213.50,63,1,1,0,23
77.34.120.83,64,0,1,0,23
117.207.206.230,64,0,1,0,23
117.197.1.112,64,0,1,0,23
39.43.29.231,63,1,1,0,23
171.243.119.90,64,1,1,0,22
116.71.186.226,64,0,1,0,23
120.57.126.160,63,1,1,0,23
117.197.3.54,63,1,1,0,23
178.44.236.178,64,1,1,0,22
117.196.234.93,63,0,1,0,24
112.206.72.25,64,1,1,0,22
117.241.166.116,64,1,1,0,22
178.45.39.43,64,1,1,0,22
178.44.146.51,64,1,1,0,22
49.14.157.242,64,0,1,0,23
59.97.128.61,63,1,1,0,23
59.97.160.21,64,0,1,0,23
59.178.34.184,64,0,1,0,23
120.57.116.188,64,0,1,0,23
120.59.185.56,63,1,1,0,23
123.16.123.89,64,0,1,0,23
59.95.19.209,63,0,1,0,24
186.140.0.61,64,0,1,0,23
117.211.52.58,64,0,1,0,23
120.57.119.63,63,1,1,0,23
59.96.139.15,64,0,1,0,23
59.103.208.236,64,1,1,0,22
187.225.231.63,64,0,1,0,23
14.97.246.52,64,1,2,0,21
77.34.35.158,64,0,1,0,23
223.180.187.81,64,0,1,0,23
182.2.132.3,64,0,1,0,23
80.70.109.77,62,3,2,0,21
103.237.159.114,64,1,1,0,22
111.88.47.43,64,1,1,0,22
201.208.177.126,64,0,1,0,23
59.98.122.243,64,0,1,0,23
186.141.0.150,64,0,1,0,23
59.99.8.123,64,1,1,0,22
197.49.201.138,64,0,1,0,23
120.59.187.196,64,0,1,0,23
59.96.143.85,64,0,1,0,23
117.211.55.203,64,0,1,0,23
190.99.94.103,61,2,1,0,24
111.88.38.225,64,1,1,0,22
186.140.135.178,64,0,1,0,23
117.222.183.115,63,1,1,0,23
171.243.121.47,64,1,1,0,22
109.125.160.162,64,0,1,0,23
59.178.136.46,64,0,1,0,23
27.78.8.81,64,0,1,0,23
59.103.213.96,64,1,1,0,22
117.26.66.252,64,0,1,0,23
120.29.90.60,64,1,1,0,22
120.57.91.42,64,0,1,0,23
183.83.211.168,64,0,1,0,23
27.79.50.36,64,1,1,0,22
120.59.190.148,64,0,1,0,23
117.195.245.242,64,0,1,0,23
77.35.183.194,64,1,1,0,22
117.198.36.111,64,0,1,0,23
117.215.1.63,63,0,1,0,24
117.245.67.41,64,0,1,0,23
188.215.5.69,64,1,2,0,21
117.199.207.148,64,0,1,0,23
59.97.201.121,64,0,1,0,23
46.184.199.40,61,4,1,0,22
176.51.125.195,64,0,1,0,23
122.160.95.197,59,7,4,0,18
59.94.73.148,64,0,1,0,23
117.194.232.255,62,1,1,0,24
62.182.78.79,64,0,1,0,23
117.195.52.116,64,0,1,0,23
183.83.215.208,64,1,2,0,21
178.45.155.163,64,1,1,0,22
59.92.50.53,64,0,1,0,23
178.45.235.81,64,1,1,0,22
123.173.89.95,63,1,1,0,23
59.95.69.111,63,1,1,0,23
59.94.118.156,61,4,2,0,21
178.44.218.17,64,1,1,0,22
59.92.51.93,63,1,1,0,23
77.35.149.187,64,1,1,0,22
180.104.90.150,63,1,1,0,23
59.103.203.115,64,1,1,0,22
46.100.199.223,64,0,1,0,23
103.228.112.122,61,2,3,0,22
117.241.115.199,64,0,1,0,23
117.195.36.23,64,0,1,0,23
80.70.111.81,63,1,2,0,22
122.177.167.117,64,0,1,0,23
180.75.254.243,64,0,1,0,23
77.34.250.143,63,1,1,0,23
201.93.197.186,63,1,1,0,23
178.22.193.179,64,0,1,0,23
120.59.180.156,64,0,1,0,23
178.217.66.95,64,0,1,0,23
117.242.249.23,63,1,1,0,23
95.58.99.225,64,0,1,0,23
14.175.61.202,64,0,1,0,23
154.122.165.20,64,0,1,0,23
190.99.94.176,62,2,1,0,23
93.183.166.217,64,0,1,0,23
59.92.50.153,63,1,1,0,23
117.198.37.149,64,0,1,0,23
185.62.190.225,64,0,1,0,23
114.220.99.187,64,0,1,0,23
171.226.176.8,63,0,2,0,23
92.36.134.175,63,0,2,0,23
59.96.123.182,63,1,1,0,23
201.208.145.53,64,0,1,0,23
88.200.243.199,64,1,1,0,22
59.178.157.94,64,0,1,0,23
111.125.107.54,64,1,1,0,22
14.189.26.93,64,1,1,0,22
59.94.119.79,63,1,1,0,23
59.97.128.108,62,1,1,0,24
178.44.255.212,64,0,1,0,23
178.44.150.3,64,1,1,0,22
61.0.81.216,63,1,1,0,23
59.94.237.21,64,0,1,0,23
49.14.112.176,63,1,1,0,23
171.242.90.15,62,4,1,0,21
119.155.112.243,64,0,1,0,23
31.163.250.118,64,0,1,0,23
186.140.1.219,64,0,1,0,23
117.220.140.190,64,0,1,0,23
186.142.1.202,64,0,1,0,23
79.126.109.21,64,0,1,0,23
27.7.218.101,64,0,1,0,23
186.23.135.54,60,4,1,0,23
95.58.48.226,64,0,1,0,23
94.242.145.249,64,0,1,0,23
62.38.14.31,64,0,1,0,23
59.97.229.71,64,0,1,0,23
200.93.100.115,64,0,1,0,23
154.118.3.30,63,1,1,0,23
27.79.128.45,64,1,1,0,22
117.253.241.81,64,0,1,0,23
49.205.142.232,64,0,1,0,23
95.71.246.224,64,1,1,0,22
80.234.98.105,64,1,1,0,22
126.36.49.111,60,6,2,0,20
59.103.215.95,64,1,1,0,22
77.37.142.17,64,0,1,0,23
117.197.15.0,64,0,1,0,23
92.47.171.224,64,0,2,0,22
182.185.239.50,64,0,1,0,23
37.114.183.76,64,0,1,0,23
91.234.136.81,63,1,1,0,23
190.109.229.197,51,17,1,0,19
113.184.83.50,64,0,1,0,23
180.253.49.103,63,1,1,0,23
59.96.187.56,64,0,1,0,23
117.247.167.73,64,0,1,0,23
59.94.118.187,63,1,1,0,23
120.59.182.173,64,0,1,0,23
59.94.117.110,63,1,1,0,23
117.214.248.137,64,0,1,0,23
117.242.249.16,64,0,1,0,23
139.5.231.220,64,1,1,0,22
80.234.63.130,64,1,1,0,22
80.234.116.212,64,1,1,0,22
171.226.91.40,63,2,1,0,22
59.93.247.70,64,1,1,0,22
106.66.7.40,64,0,1,0,23
59.103.206.29,64,1,1,0,22
62.84.47.11,64,0,1,0,23
94.242.149.69,62,3,2,0,21
59.92.159.98,64,0,1,0,23
182.187.114.176,63,1,1,0,23
14.175.49.175,63,0,1,0,24
59.103.213.26,64,1,1,0,22
113.160.5.34,62,2,1,0,23
178.214.188.69,64,0,1,0,23
77.40.46.125,58,8,2,0,20
117.208.188.223,64,0,1,0,23
5.232.108.5,64,0,1,0,23
94.127.201.216,63,1,1,0,23
186.140.0.166,64,0,1,0,23
59.99.9.156,64,0,1,0,23
186.140.0.107,64,0,1,0,23
181.82.237.118,64,0,1,0,23
92.47.172.168,63,1,1,0,23
14.168.57.53,64,0,1,0,23
117.197.165.176,64,0,1,0,23
2.134.20.226,64,0,1,0,23
95.57.56.81,64,0,1,0,23
59.94.76.82,64,0,1,0,23
116.55.183.80,62,1,1,0,24
117.205.144.252,64,0,1,0,23
95.71.254.165,64,1,1,0,22
95.71.159.69,64,1,1,0,22
120.59.185.167,63,1,1,0,23
80.234.71.151,64,1,1,0,22
80.234.55.10,64,1,1,0,22
117.197.8.86,61,4,1,0,22
117.195.41.181,64,1,1,0,22
101.13.1.53,60,6,3,0,19
110.180.139.179,64,0,1,0,23
188.16.102.32,64,1,1,0,22
120.57.121.119,64,0,1,0,23
94.242.149.208,62,3,3,0,20
111.88.40.207,64,1,1,0,22
88.241.185.30,64,0,1,0,23
92.49.187.99,64,1,1,0,22
124.43.70.178,57,9,2,0,20
200.223.147.114,63,2,1,0,22
89.144.135.149,64,0,1,0,23
190.50.90.43,64,0,1,0,23
111.14.148.6,64,0,1,0,23
117.194.234.172,64,0,1,0,23
120.59.214.9,64,0,1,0,23
101.51.161.94,64,0,1,0,23
117.197.164.190,64,0,1,0,23
117.194.202.54,64,0,1,0,23
213.242.25.194,64,0,1,0,23
120.57.16.11,64,0,1,0,23
202.153.35.146,64,0,1,0,23
59.94.118.91,63,1,1,0,23
14.181.42.9,64,0,1,0,23
59.94.238.13,64,0,1,0,23
178.46.21.20,63,1,1,0,23
117.215.197.150,64,0,1,0,23
77.35.232.223,63,0,2,0,23
178.204.133.203,64,1,1,0,22
106.76.17.39,64,0,1,0,23
59.103.206.250,64,1,1,0,22
46.63.152.101,64,1,1,0,22
188.17.80.23,64,0,1,0,23
117.195.65.198,64,1,1,0,22
178.44.233.29,63,2,1,0,22
217.175.13.7,62,2,1,0,23
178.214.166.121,64,0,1,0,23
80.70.109.241,64,1,2,0,21
92.36.163.13,62,4,2,0,20
59.103.211.140,64,1,1,0,22
85.133.201.135,64,0,1,0,23
121.238.138.131,63,0,2,0,23
78.25.149.245,64,0,1,0,23
117.198.36.56,64,0,1,0,23
198.1.81.28,63,0,1,0,24
59.94.116.235,64,0,1,0,23
117.242.32.82,63,1,1,0,23
59.95.14.8,64,0,1,0,23
194.44.83.152,64,0,1,0,23
59.97.160.59,63,1,1,0,23
59.103.209.111,64,1,1,0,22
41.34.55.58,63,0,1,0,24
117.242.253.204,64,0,1,0,23
